2656.720947   346.875458   0   [6222, 6218, 6216]
2674.751953   340.645599   1   [6222, 6218, 6216]
2695.644531   341.334259   2   [6222, 6218, 6216]
2715.950195   341.434326   3   [6222, 6218, 6216]
2756.695312   341.504059   4   [6218, 6222, 6216]
2762.612061   343.239624   5   [6222, 6218, 6216]
2773.226807   340.783997   6   [6216, 6222, 6218]
2765.061279   337.599121   7   [6222, 6216, 6218]
2775.097412   335.325409   8   [6222, 6218, 6216]
2834.989258   333.102966   9   [6222, 6218, 6216]
2881.968750   338.995758   10   [6218, 6222, 6216]
2902.225830   335.496674   11   [6222, 6218, 6216]
2913.276123   337.435394   12   [6222, 6218, 6216]
2938.015869   335.694336   13   [6222, 6218, 6216]
2954.927490   334.591309   14   [6222, 6218, 6216]
2962.830078   337.738861   15   [6218, 6222, 6216]
2959.408203   341.596069   16   [6222, 6218, 6216]
2991.420898   342.499847   17   [6222, 6218, 6216]
3006.032959   342.189087   18   [6222, 6218, 6216]
3002.389404   339.614655   19   [6222, 6218, 6216]
2999.195312   338.335968   20   [6222, 6216, 6218]
3010.802979   335.828674   21   [6222, 6218, 6216]
3016.189209   342.046387   22   [6222, 6218, 6216]
3019.742188   344.702698   23   [6222, 6218, 6216]
3024.344482   342.976562   24   [6222, 6218, 6216]
3011.303955   342.141815   25   [6222, 6216, 6218]
3024.655029   342.151215   26   [6222, 6218, 6216]
3042.980469   335.468719   27   [6222, 6218, 6216]
3055.597412   332.846069   28   [6222, 6218, 6257]
3041.327148   335.482910   29   [6222, 6218, 6257]
3036.398438   332.582977   30   [6222, 6257, 6218]
3023.739258   323.534393   31   [6222, 6257, 6252]
3002.833252   320.506592   32   [6222, 6257, 6254]
2976.311523   323.619171   33   [6257, 6222, 6254]
2976.542969   320.560181   34   [6257, 6222, 6254]
2956.732422   320.704193   35   [6257, 10300, 6222]
2920.243164   318.135101   36   [10300, 6257, 6266]
2899.158936   323.381622   37   [10300, 6257, 6266]
2858.177490   314.548279   38   [10300, 6266, 6257]
2833.223633   311.820923   39   [10300, 6266, 6257]
2814.492920   315.532257   40   [10300, 6266, 10309]
2782.983398   311.570831   41   [10300, 10309, 6266]
2744.007812   301.660736   42   [10300, 10309, 6266]
2715.706787   299.095520   43   [10300, 10309, 6266]
2695.339600   299.909546   44   [10300, 10309, 6266]
2685.365479   297.024384   45   [10309, 10300, 6266]
2654.488281   296.841461   46   [10309, 10300, 6271]
2633.323975   298.325958   47   [10309, 10300, 6271]
2613.267334   300.725739   48   [10309, 10300, 6271]
2583.806885   292.736664   49   [10309, 10300, 6271]
2566.059326   286.554749   50   [10309, 10300, 10315]
2549.834229   287.099579   51   [10309, 10300, 10315]
2510.208008   287.119293   52   [10309, 10315, 10300]
2475.908203   283.455688   53   [10309, 10315, 10300]
2441.050537   274.812347   54   [10309, 10315, 10300]
2412.595947   270.587158   55   [10309, 10315, 6271]
2390.156982   264.628723   56   [10309, 10315, 4263]
2366.312744   267.574890   57   [10309, 10315, 4263]
2350.260010   271.190125   58   [10309, 10315, 4263]
2309.915039   261.225891   59   [10309, 10315, 4263]
2294.974365   262.266815   60   [10309, 10315, 4265]
2291.333496   269.352692   61   [10315, 10309, 4265]
2280.692627   258.543030   62   [10315, 10309, 10327]
2265.158203   257.271393   63   [10315, 10309, 10327]
2253.577637   256.793823   64   [10315, 10327, 10309]
2233.351074   250.448013   65   [10315, 10327, 10309]
2222.170654   245.634460   66   [10315, 10327, 10331]
2197.840088   241.695038   67   [10327, 10315, 10331]
2145.075195   236.903534   68   [10327, 10315, 10331]
2109.458252   234.345566   69   [10327, 10331, 10315]
2097.211182   242.467865   70   [10327, 10331, 10315]
2083.699951   240.376129   71   [10327, 10331, 10315]
2094.239258   237.508102   72   [10327, 10331, 10315]
2046.683105   233.856522   73   [10327, 10331, 10028]
1994.521851   232.832123   74   [10327, 10331, 10028]
1974.593262   234.137833   75   [10327, 10331, 10028]
1955.418335   231.890518   76   [10331, 10327, 10337]
1917.419312   230.028275   77   [10331, 10327, 10337]
1900.569946   228.249893   78   [10331, 10327, 10337]
1886.435669   214.086395   79   [10331, 10327, 10337]
1871.875488   205.844711   80   [10331, 10337, 10327]
