229.256973   62.644070   0   [19562, 19559, 19539]
227.033188   62.572773   1   [19562, 19539, 19559]
224.010117   62.094639   2   [19562, 19559, 19539]
223.725723   62.297539   3   [19559, 19562, 19539]
230.683914   61.801422   4   [19559, 6026, 19539]
244.367508   61.495853   5   [19559, 19562, 19539]
265.374817   61.261871   6   [19559, 19562, 19539]
298.156403   59.721031   7   [5825, 19559, 5247]
300.754852   58.646793   8   [5825, 17633, 12164]
300.021698   57.927341   9   [17634, 12164, 5825]
307.137421   57.297371   10   [22245, 12164, 17636]
304.255981   56.917992   11   [22245, 17636, 5829]
318.456543   56.437935   12   [22245, 5829, 17636]
343.177765   56.216084   13   [5829, 19942, 17636]
358.086029   55.742428   14   [5829, 19655, 5255]
372.824463   55.419086   15   [19655, 5832, 5829]
380.000336   55.161118   16   [19946, 5832, 19655]
381.440460   54.184010   17   [15629, 19946, 5832]
391.828644   52.210945   18   [15629, 7852, 19946]
405.959717   50.659351   19   [15629, 7852, 17641]
414.329254   49.162693   20   [15629, 15632, 7852]
440.428192   48.166592   21   [15632, 15629, 7852]
476.503815   47.651741   22   [15632, 15629, 7279]
506.615326   47.828415   23   [15632, 7279, 7856]
535.157288   47.919979   24   [15632, 7856, 7279]
555.245300   47.361946   25   [15637, 7859, 15632]
566.286194   47.813004   26   [15637, 7859, 22260]
573.446228   48.443241   27   [15637, 8151, 13334]
571.421631   49.207245   28   [8151, 15637, 8152]
571.775085   50.068977   29   [8151, 8152, 13334]
563.746216   50.143452   30   [8151, 8152, 7870]
564.279236   50.692036   31   [8152, 5563, 8151]
562.861389   50.331093   32   [5563, 1528, 7870]
572.263367   50.952103   33   [5563, 1528, 7870]
584.774719   51.615341   34   [5563, 1528, 7870]
596.703308   51.754890   35   [1528, 5563, 1533]
612.615479   51.663143   36   [5563, 12194, 1528]
626.729736   51.990467   37   [12194, 5563, 1528]
644.027771   52.653305   38   [12194, 19972, 1528]
651.781250   53.660744   39   [13351, 19972, 12194]
652.240051   53.894619   40   [13351, 19972, 1533]
661.281433   54.290890   41   [13351, 19972, 2118]
661.151489   54.467823   42   [13351, 2118, 19978]
656.023682   54.611584   43   [19978, 15374, 13351]
648.440002   55.195221   44   [12203, 15374, 19978]
643.682861   55.160492   45   [12203, 12214, 2120]
634.518372   55.855244   46   [12214, 12205, 12203]
621.977722   55.038383   47   [12214, 12205, 12216]
611.654297   55.126167   48   [12214, 12216, 12205]
597.498535   56.101913   49   [12214, 12216, 15374]
580.109314   55.931015   50   [15374, 12216, 12214]
574.746338   57.309982   51   [12216, 15374, 13359]
558.909729   58.154915   52   [13359, 12216, 13360]
546.143616   58.560909   53   [13360, 13359, 1550]
544.030518   59.297764   54   [13360, 12216, 1550]
543.181335   59.808334   55   [12216, 13360, 12214]
538.337402   59.835449   56   [12216, 12219, 1551]
528.432373   60.028473   57   [12219, 12216, 4436]
511.921021   60.569000   58   [12219, 12222, 1554]
494.973846   60.671932   59   [12222, 1554, 4440]
489.112549   60.666862   60   [12222, 4440, 18561]
488.171509   60.698364   61   [18561, 12222, 4440]
486.406525   61.073715   62   [18561, 12222, 1270]
471.544708   60.961090   63   [18561, 16279, 1270]
467.902924   60.854305   64   [18561, 16279, 7900]
465.512421   60.944767   65   [16279, 18561, 7900]
461.155609   60.932289   66   [16279, 18674, 18673]
448.896973   60.477840   67   [9745, 16279, 18674]
445.181396   60.587551   68   [9745, 15699, 18674]
440.470551   60.727814   69   [9745, 15700, 15699]
443.422394   60.796471   70   [9745, 15700, 15699]
450.272308   60.634350   71   [15700, 15699, 19536]
446.273438   60.998821   72   [15700, 15699, 19536]
443.793060   61.037281   73   [19537, 19536, 15700]
453.860107   60.987202   74   [19536, 19537, 15700]
466.540405   60.967056   75   [19537, 15700, 19536]
472.064667   61.008949   76   [19537, 19536, 15700]
472.715332   60.890163   77   [19537, 19539, 19536]
474.300537   60.814697   78   [19537, 15699, 19539]
477.594940   60.492519   79   [19537, 15700, 15699]
479.940674   60.594315   80   [15699, 15700, 19537]
481.041870   60.225704   81   [15699, 15700, 15433]
481.638763   60.150028   82   [15699, 15700, 15433]
482.502350   59.928181   83   [15699, 15700, 15433]
792.047363   57.211964   84   [1303, 4190, 20244]
560.033936   55.389957   85   [18022, 15833, 8633]
906.420105   58.447239   86   [12593, 18022, 6328]
612.301270   58.179249   87   [6328, 12594, 10949]
538.244019   62.510082   88   [15272, 6329, 10950]
569.437439   63.151718   89   [15273, 11380, 6225]
652.689819   62.480610   90   [6331, 11148, 21408]
706.841064   62.195980   91   [15839, 21409, 11383]
610.871338   62.137875   92   [11383, 14512, 2239]
990.751526   62.121124   93   [6229, 2905, 14512]
743.237610   61.155720   94   [21890, 6346, 11270]
493.160400   59.091824   95   [11169, 7673, 11112]
808.917542   59.146671   96   [21892, 11169, 15281]
654.784668   59.462845   97   [15281, 11451, 21892]
805.230957   60.007893   98   [21894, 21415, 15281]
1019.904602   59.518909   99   [7677, 21894, 21415]
1031.765015   59.521507   100   [15996, 2354, 11277]
599.045959   59.639103   101   [15996, 11277, 2354]
646.654846   59.939850   102   [6354, 11278, 8643]
662.229553   58.885571   103   [18725, 1969, 2915]
546.154968   58.115585   104   [15405, 15699, 15700]
559.316223   58.078201   105   [15405, 15699, 1300]
569.244080   58.373615   106   [15405, 15699, 1300]
583.225037   57.617798   107   [15405, 5632, 16279]
592.927429   56.927105   108   [5632, 18573, 5633]
600.573486   56.606907   109   [18573, 5633, 5632]
609.936951   56.417152   110   [18573, 18577, 5633]
614.113892   56.633160   111   [18573, 18577, 5633]
618.363159   57.006729   112   [18573, 18577, 16279]
