1738.679810   133.560287   0   [7848, 5529, 7850]
1765.613281   128.845673   1   [7848, 7850, 5529]
1802.835327   127.163910   2   [7848, 7850, 7853]
1823.418091   123.688156   3   [7850, 7848, 7853]
1825.898438   127.436584   4   [3522, 7850, 7853]
1819.916992   134.971558   5   [3522, 7853, 7850]
1780.233032   145.901123   6   [3522, 1508, 7853]
1789.376099   151.238480   7   [3522, 1508, 7853]
1747.657104   152.123260   8   [3522, 1508, 7557]
1744.574097   156.859726   9   [3522, 1508, 7557]
1774.790405   169.700455   10   [7557, 3522, 7558]
1809.517700   180.470078   11   [7557, 7558, 3522]
1887.070312   184.598221   12   [7558, 7557, 3522]
1967.771851   187.283279   13   [7558, 7557, 1514]
2058.298096   177.485474   14   [7558, 7557, 1514]
2161.254150   171.748276   15   [7558, 1514, 7557]
2257.802002   176.526077   16   [1514, 7558, 7868]
2373.720459   175.829391   17   [7868, 1514, 7558]
2444.799561   178.236115   18   [7868, 5552, 1514]
2420.617920   188.310425   19   [5552, 7868, 9586]
2366.593018   192.433548   20   [5552, 7868, 9586]
2338.274902   201.104218   21   [5552, 9586, 7868]
2289.719971   210.866196   22   [5552, 9586, 7874]
2247.780029   223.092407   23   [9586, 5552, 7572]
2228.216309   233.210464   24   [9586, 7572, 7874]
2266.878174   239.473007   25   [7572, 9586, 3543]
2306.697998   233.699326   26   [7572, 9586, 3543]
2406.440918   233.011063   27   [7572, 3543, 9586]
2493.999756   232.383774   28   [3543, 7572, 3546]
2581.299561   233.718384   29   [3543, 3546, 7572]
2643.560059   241.237289   30   [3546, 3543, 9594]
2667.406006   246.432343   31   [3546, 9594, 1535]
2711.812744   248.343552   32   [3546, 9594, 1535]
2819.874268   258.606628   33   [1536, 9594, 3546]
2896.211670   262.849548   34   [1535, 1536, 9594]
2958.059570   271.407104   35   [1536, 9597, 1535]
3081.337158   280.288055   36   [9597, 1536, 1535]
3176.705078   285.417572   37   [9597, 7585, 1536]
3224.445312   288.895905   38   [7585, 5568, 9597]
3313.598389   278.478424   39   [7585, 5568, 9597]
3375.832031   277.508728   40   [7585, 7588, 5568]
3484.098389   278.995483   41   [7588, 7585, 5568]
3559.866455   282.562012   42   [7588, 7585, 5878]
3617.405518   286.848755   43   [7588, 1556, 5878]
3660.625732   291.049347   44   [1556, 7588, 4151]
3705.165283   301.640869   45   [1556, 4151, 4156]
3685.201904   302.157593   46   [1556, 4151, 4156]
3744.289062   316.081757   47   [1556, 4151, 423]
3798.442383   323.269257   48   [1556, 4151, 423]
3859.077881   325.462250   49   [1556, 1565, 423]
3900.197998   329.191193   50   [1556, 1565, 3567]
3907.391357   320.486359   51   [1565, 1556, 3567]
3901.952148   318.951874   52   [3567, 1565, 1556]
3952.997803   316.117645   53   [3567, 1565, 423]
3985.482666   315.938354   54   [1565, 3567, 5585]
4032.287842   316.961182   55   [1565, 5598, 5585]
4059.741455   318.618317   56   [5598, 1565, 5585]
4035.320557   320.521027   57   [5598, 1565, 5902]
4000.793701   325.161072   58   [5598, 5902, 3583]
3958.501221   327.352875   59   [5598, 5902, 3583]
3910.443115   335.928650   60   [5598, 5902, 3583]
3896.422119   335.691315   61   [5598, 5604, 5902]
3834.997314   337.110718   62   [5598, 5604, 5902]
3829.790283   335.015137   63   [5598, 5604, 5906]
3787.502197   333.028625   64   [5598, 5604, 5906]
3771.242432   333.788513   65   [5598, 5604, 7623]
