1910.588745   121.122215   0   [10893, 13778, 6861]
1904.258789   120.784645   1   [10893, 6861, 13780]
1866.402344   118.586418   2   [10896, 6866, 10893]
1833.053223   114.607559   3   [10896, 6866, 10899]
1806.140015   115.370758   4   [10896, 6866, 10899]
1770.747925   120.209976   5   [14932, 10899, 6866]
1771.544434   115.721748   6   [14932, 10899, 6866]
1773.765991   114.203331   7   [14932, 10899, 10619]
1779.445923   109.167290   8   [14932, 10899, 10619]
1782.649048   108.157822   9   [14932, 10899, 14938]
1752.852661   106.455963   10   [14932, 14938, 14090]
1706.463501   107.281776   11   [14932, 14938, 14939]
1676.806030   110.367950   12   [14932, 14938, 14939]
1659.364258   109.523300   13   [14932, 14938, 14939]
1659.436646   106.967918   14   [14932, 14938, 14939]
1697.467163   110.753906   15   [14932, 14938, 14939]
1781.827759   112.592506   16   [14932, 14938, 14939]
1871.368774   113.494553   17   [14938, 14932, 14939]
1947.848999   109.738411   18   [14938, 14939, 14932]
2000.827515   109.003502   19   [14938, 14939, 13499]
1993.674438   103.628548   20   [14938, 14939, 7746]
1966.125610   96.078369   21   [14939, 14938, 7746]
1914.548950   91.738785   22   [14939, 14938, 13507]
1852.151367   90.320824   23   [13507, 14939, 14941]
1838.143677   89.450836   24   [13507, 14941, 14939]
1874.456909   83.041862   25   [13507, 14941, 14939]
1891.022949   79.072418   26   [14941, 15527, 13799]
1812.483276   75.180695   27   [15527, 12650, 7752]
1748.890259   73.087936   28   [15527, 7752, 12650]
1660.358765   71.824791   29   [15527, 9477, 1706]
1593.238892   69.838020   30   [15527, 10919, 9477]
1523.626831   67.623322   31   [10919, 15531, 11789]
1449.375488   64.652267   32   [10919, 11789, 15531]
1423.184204   60.165676   33   [10919, 11789, 15533]
1426.950195   59.163006   34   [8622, 11789, 11210]
1397.069946   56.686752   35   [8622, 12656, 11210]
1383.567017   56.694794   36   [8622, 12656, 13809]
1370.000610   55.631935   37   [14674, 8622, 13809]
1329.763062   55.308151   38   [14674, 14675, 11213]
1286.247559   54.623409   39   [14674, 15247, 14675]
1254.034546   52.141846   40   [14674, 15247, 14675]
1250.177856   50.649033   41   [14675, 4594, 14674]
1262.578003   50.517998   42   [14675, 4594, 10644]
1270.489868   47.790009   43   [15251, 10644, 4594]
1260.794067   46.426849   44   [15251, 10644, 13235]
1269.741577   45.792721   45   [10644, 15251, 13235]
1305.008179   42.428955   46   [10644, 15251, 4327]
1334.072632   44.470264   47   [15251, 4327, 10644]
1346.448120   41.757206   48   [4327, 12105, 15251]
1331.233887   39.610035   49   [4327, 12105, 11806]
1320.996948   39.270309   50   [12105, 12106, 11806]
1311.806152   39.285900   51   [12105, 12106, 8074]
1290.805542   40.075405   52   [12105, 8074, 12106]
1251.359009   35.325012   53   [11811, 12105, 12106]
1193.139160   34.608238   54   [11811, 12675, 4611]
1158.470093   33.708439   55   [12675, 11811, 14979]
1140.050781   35.561810   56   [14979, 12675, 14980]
1112.838867   36.902985   57   [12675, 14979, 14980]
1073.190430   33.453190   58   [14979, 12675, 14980]
1030.630981   32.126495   59   [14979, 12675, 14980]
1026.963257   31.518208   60   [14980, 14979, 13542]
1015.778992   32.327148   61   [10949, 14980, 14979]
